MSW05_Order	MSW05_Family	MSW05_Binomial	AdultBodyMass_g	AdultHeadBodyLen_mm	AgeatFirstBirth_d	BasalMetRate_mLO2hr	BasalMetRateMass_g	DietBreadth	GestationLen_d	HabitatBreadth	HomeRange_km2	InterbirthInterval_d	LitterSize	LittersPerYear	MaxLongevity_m	NeonateBodyMass_g	NeonateHeadBodyLen_mm	PopulationDensity_n_km2	PopulationGrpSize	SexualMaturityAge_d	SocialGrpSize	Terrestriality	TrophicLevel	WeaningAge_d	WeaningBodyMass_g	WeaningHeadBodyLen_mm	GR_Area_km2	GR_MaxLat_dd	GR_MinLat_dd	GR_MidRangeLat_dd	GR_MaxLong_dd	GR_MinLong_dd	GR_MidRangeLong_dd	HuPopDen_Min_n_km2	HuPopDen_Mean_n_km2	HuPopDen_Change	Precip_Mean_mm	Temp_Mean_01degC	AET_Mean_mm	PET_Mean_mm
Chiroptera	Pteropodidae	Pteropus_tuberculatus	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	182.24	-11.58	-11.72	-11.65	166.98	166.77	166.87	13	13	0.18	NA	NA	NA	NA
Chiroptera	Pteropodidae	Pteropus_ualanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	250	NA	NA	NA	NA	NA	NA	NA	103.24	5.37	5.26	5.31	163.03	162.9	162.97	158	158	0.11	NA	NA	NA	NA
Chiroptera	Pteropodidae	Pteropus_vampyrus	1027.54	NA	NA	NA	NA	2	NA	1	NA	NA	0.99	1	NA	NA	NA	NA	1500	NA	NA	2	1	104.69	NA	NA	2034681.18	18.65	-10.62	4.01	127.3	95.18	111.24	0	165.58	0.13	217.99	249.98	1525.79	1714.19
Chiroptera	Pteropodidae	Pteropus_vetulus	151.54	135.99	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	16470.95	-20.08	-22.39	-21.24	167.02	163.98	165.5	10	10	0.11	87.85	205.31	NA	NA
Chiroptera	Pteropodidae	Pteropus_voeltzkowi	542.4	NA	NA	NA	NA	NA	152.08	1	NA	NA	1	1	NA	NA	NA	NA	100	NA	NA	2	NA	143.2	NA	NA	914.27	-4.86	-5.44	-5.15	39.87	39.63	39.75	310	329.99	0.15	NA	NA	NA	NA
Chiroptera	Pteropodidae	Pteropus_woodfordi	122.67	141.52	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	13791.81	-6.8	-9.94	-8.37	161.39	156.02	158.7	13	13	0.18	196.99	258.68	NA	NA
Chiroptera	Pteropodidae	Pteropus_yapensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.55	9.63	9.43	9.53	138.19	138.05	138.12	158	158	0.11	NA	NA	NA	NA
Scandentia	Ptilocercidae	Ptilocercus_lowii	42.5	120	NA	43.5	58	3	NA	1	NA	NA	NA	NA	32.4	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	593574.87	6.94	-5.94	0.5	117.88	95.68	106.78	1	98.64	0.14	232.38	251.14	1686.68	1759.48
Artiodactyla	Cervidae	Pudu_mephistophiles	9599.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	120	400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	244304.21	5.09	-12.56	-3.73	-73.55	-79.28	-76.41	2	30.31	0.13	151.56	201.98	1326.56	1463.47
Artiodactyla	Cervidae	Pudu_puda	9642.62	NA	NA	NA	NA	4	210	1	0.17	NA	1.22	NA	150	780	NA	NA	1	229.14	NA	1	1	54.75	2863.2	NA	223036.92	-34.84	-52.55	-43.69	-70.94	-74.3	-72.62	0	11.99	0.05	109.54	60.55	567.07	719.68
Carnivora	Felidae	Puma_concolor	53954.05	1396.33	623.54	13300.8	51800	1	92.3	1	129.89	577.91	2.76	0.75	240	409.87	NA	0.02	NA	1034.61	1	1	3	48.46	3499.99	NA	22350859.07	59.66	-53.1	3.28	-34.79	-135.36	-85.07	0	23.42	0.1	109.2	181.93	968.16	1296.83
Carnivora	Felidae	Puma_yagouaroundi	6875	701.35	NA	NA	NA	3	75.01	1	52.35	182.5	2.5	2	127.83	NA	NA	0.58	NA	1052.28	NA	1	2	NA	NA	NA	15093388.56	32.89	-39.29	-3.2	-34.79	-112.71	-73.75	0	25.87	0.11	138.93	233.53	1220.52	1476.47
Rodentia	Cricetidae	Punomys_kofordi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Cricetidae	Punomys_lemminus	84.8	NA	NA	NA	NA	NA	NA	1	NA	NA	1.94	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	14988.79	-14.14	-15.5	-14.82	-69.26	-71.16	-70.21	8	21.9	0.07	170.51	27.1	1003.29	1253.73
Carnivora	Phocidae	Pusa_caspica	62326.2	1405.5	2190	NA	NA	2	334.58	2	NA	365	1	NA	600	4182.6	NA	1.47	NA	2199.16	NA	1	3	31.32	13948.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Carnivora	Phocidae	Pusa_hispida	70963.6	1287.15	NA	12813	69083.33	6	270	2	NA	365	1	NA	552	4500	NA	0.95	NA	2251.64	NA	1	2	45.23	14000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Artiodactyla	Cervidae	Rusa_unicolor	177522.9	2040	788.4	NA	NA	3	246	NA	NA	NA	1	NA	317.04	10270	NA	4.89	NA	620.76	NA	NA	1	NA	NA	NA	7050571.04	29.99	-5.94	12.02	122	72.5	97.25	1	218.9	0.1	152.82	224.61	1103.12	1467.16
Rodentia	Spalacidae	Rhizomys_sumatrensis	2500	NA	NA	NA	NA	NA	21.99	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69.25	NA	NA	1503754.2	23.33	1.26	12.29	109.46	96.78	103.12	2	120.9	0.09	161.82	239.06	1193.4	1570.15
Rodentia	Capromyidae	Rhizoplagiodontia_lemkei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Cricetidae	Rhipidomys_macconnelli	41.59	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	191016.91	8.27	0.76	4.51	-59.73	-66.81	-63.27	0	0.78	0.28	174.87	230.21	1641.03	1684.55
Rodentia	Cricetidae	Rhipidomys_macrurus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Cricetidae	Rhipidomys_mastacalis	100	NA	NA	NA	NA	4	NA	1	NA	NA	3.8	3.5	NA	NA	NA	101.19	NA	92.8	1	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Cricetidae	Rhipidomys_modicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Cricetidae	Rhipidomys_nitela	89	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1487334.96	8.52	-17.41	-4.44	-50.68	-68.47	-59.57	0	3.59	0.13	158.75	246.05	1491.06	1688.59
Carnivora	Phocidae	Pusa_sibirica	89499.99	1272.95	NA	NA	NA	1	277.63	2	NA	365	1	NA	672	3050	NA	1.58	NA	2276.14	NA	1	3	66.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Primates	Cercopithecidae	Pygathrix_cinerea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14272.32	15.92	13.77	14.85	108.66	107.96	108.31	24	157.09	0.13	180.64	221.9	1305.36	1527.35
Primates	Cercopithecidae	Pygathrix_nemaeus	9411.1	623.37	NA	NA	NA	2	182.88	NA	NA	430.7	1.01	NA	300	191.94	NA	NA	9.3	NA	9.3	NA	1	NA	NA	NA	150210.65	19.55	13.71	16.63	109.2	102.98	106.09	5	123.68	0.13	189.53	225.37	1211.19	1472.05
Primates	Cercopithecidae	Pygathrix_nigripes	10333.32	609.99	NA	NA	NA	2	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	129519.56	14.6	10.59	12.59	109.46	105.62	107.54	2	130.73	0.14	158.37	246.34	1174.42	1474.14
Rodentia	Dipodidae	Pygeretmus_platyurus	NA	NA	NA	NA	NA	4	NA	2	NA	NA	5.17	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	955522.79	51.35	40.8	46.08	88.71	51.91	70.31	0	3.04	3.48E-03	15.66	60.64	240.04	609.55
Rodentia	Dipodidae	Pygeretmus_pumilio	52.24	NA	NA	NA	NA	2	27.5	2	2.44E-03	NA	3.35	1.5	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	3381878.34	51.92	34.93	43.43	112.18	39.94	76.06	0	11.35	0.02	18.95	61.22	248.84	634.98
Rodentia	Dipodidae	Pygeretmus_shitkovi	NA	NA	NA	NA	NA	4	NA	2	NA	NA	5.49	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	194200.47	47.52	43.53	45.52	80.06	69.82	74.94	0	3.73	-6.21E-03	31.63	89.23	240.89	565.47
Chiroptera	Phyllostomidae	Pygoderma_bilabiatum	18.5	NA	NA	NA	NA	2	NA	1	NA	NA	0.98	1	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA	NA	3070130.45	-14.49	-29.91	-22.2	-39.63	-67.41	-53.52	0	41.47	0.09	109.76	207.5	1126.21	1349.48
Rodentia	Heptaxodontidae	Quemisia_gravis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Cricetidae	Rhipidomys_wetzeli	89	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	205046.83	7.16	0.76	3.96	-60.6	-67.54	-64.07	0	0.83	0.16	179.27	227.11	1621.42	1702.25
Rodentia	Spalacidae	Rhizomys_pruinosus	2450	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	120.75	NA	NA	1160203	26.02	3.68	14.85	116.68	90.37	103.53	2	175.6	0.08	158.86	216.42	1140.9	1430.66
Rodentia	Spalacidae	Rhizomys_sinensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	584284.14	34.04	20.22	27.13	120.15	97.56	108.85	1	296.61	0.06	109.44	122.64	959.09	1092.81
Chiroptera	Pteropodidae	Rousettus_bidens	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.98	NA	NA	NA	NA	NA	1	NA	NA	2	NA	NA	NA	NA	9406.49	1.56	0.41	0.99	125.29	122.95	124.12	48	153.12	0.04	230.16	227.5	NA	NA
Chiroptera	Pteropodidae	Rousettus_celebensis	63.07	104.5	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	20	NA	NA	2	NA	NA	NA	NA	173659.28	3.74	-5.7	-0.98	126.34	118.75	122.55	5	92.44	0.07	229.41	215.47	1812.6	1909.15
Chiroptera	Pteropodidae	Rousettus_lanosus	104.78	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	2	NA	NA	NA	NA	846954.61	8.15	-11.86	-1.85	38.65	28.53	33.59	1	67.23	0.12	79.31	222.43	1056.75	1497.39
Chiroptera	Pteropodidae	Rousettus_leschenaultii	84.88	NA	278.81	NA	NA	3	121.66	1	NA	NA	1.01	2	NA	12	NA	NA	753	322.24	NA	2	2	52.34	37	NA	5152928.23	35.35	-8.96	13.19	117.84	67.64	92.74	1	287.15	0.09	127.94	230.14	946.42	1436.72
Chiroptera	Pteropodidae	Rousettus_linduensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chiroptera	Pteropodidae	Rousettus_madagascariensis	65.72	129.99	NA	NA	NA	2	126.88	1	NA	NA	1.22	NA	NA	NA	NA	NA	400	NA	NA	2	1	NA	NA	NA	243394.84	-12.25	-25.2	-18.72	50.48	43.92	47.2	2	29.53	0.18	151.39	220.67	1206.9	1608.15
Chiroptera	Pteropodidae	Rousettus_obliviosus	45.32	NA	NA	NA	NA	NA	NA	1	NA	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1677.4	-11.36	-12.38	-11.87	44.53	43.21	43.87	134	325.27	0.15	NA	NA	NA	NA
Chiroptera	Pteropodidae	Rousettus_spinalatus	92.32	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	37.54	NA	1650	NA	NA	2	NA	NA	NA	NA	38709.46	6.07	2.86	4.46	117.29	98.08	107.69	1	24.72	0.22	272.7	226.68	1740.92	1800.69
Rodentia	Sciuridae	Rubrisciurus_rubriventer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	134381.82	1.75	-4.89	-1.56	125.24	119.03	122.14	17	58.5	0.09	229.38	212.97	1813.54	1879.6
Artiodactyla	Cervidae	Rucervus_duvaucelii	171223.86	1500	1095	NA	NA	2	245	2	14.11	NA	1	NA	NA	NA	NA	11.24	401	827.69	64.25	1	1	NA	NA	NA	255737.11	29.44	22.08	25.76	93.68	77.22	85.45	13	428.69	0.11	101.07	245.48	790.72	1335.79
Artiodactyla	Cervidae	Rucervus_eldii	95471.61	1650	958.12	NA	NA	3	240.19	1	NA	382.7	1.01	NA	232.8	4674.98	NA	NA	NA	531.64	NA	1	1	220.26	NA	NA	119941.73	25.34	12.38	18.86	109.95	93.14	101.55	4	64.11	0.1	157.98	243.09	1139.95	1618.09
Artiodactyla	Cervidae	Rucervus_schomburgki	107626.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Artiodactyla	Bovidae	Rupicapra_pyrenaica	29999.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13561.93	43.21	41.6	42.41	14.22	-6.73	3.74	7	37.31	5.88E-03	69.46	85.04	600.94	810.58
Artiodactyla	Bovidae	Rupicapra_rupicapra	33266.35	NA	1368.75	NA	NA	2	178.32	1	2.65	365	1	NA	264	2250	NA	NA	NA	642.64	1	1	1	76.04	NA	NA	742756.93	51.33	35.66	43.5	47.08	5.29	26.19	11	105.31	0.02	60.73	70.03	530.64	695.91
Artiodactyla	Cervidae	Rusa_alfredi	46475.04	NA	NA	NA	NA	NA	243.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24504.78	11.94	9.03	10.48	123.56	121.84	122.7	118	291.84	0.07	160.44	253.32	1479.27	1759.33
Artiodactyla	Cervidae	Rusa_marianna	49457.61	1255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	220497.9	18.65	5.55	12.1	126.6	116.93	121.76	19	222.54	0.1	206.29	239.59	1469.48	1725.15
Artiodactyla	Cervidae	Rusa_timorensis	66375.5	1634.99	NA	NA	NA	2	250.29	NA	NA	366	1	NA	NA	NA	NA	NA	NA	666.44	NA	NA	1	227.47	NA	NA	132249.02	-5.87	-8.84	-7.36	115.71	105.2	110.46	270	804.2	0.04	196.77	244.6	1370.42	1640.76
Rodentia	Cricetidae	Rhipidomys_ochrogaster	89	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1231828.6	-15.81	-28.67	-22.24	-39.64	-55.87	-47.75	1	81.77	0.06	124.71	201.53	1190.58	1352.93
Rodentia	Cricetidae	Rhipidomys_venezuelae	89.99	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	218910.02	12.46	5.94	9.2	-65.1	-73.53	-69.31	4	91.85	0.12	89.6	236.99	1320.63	1738.34
Rodentia	Cricetidae	Rhipidomys_venustus	89	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	26254.03	10.6	7.33	8.97	-66.18	-72.32	-69.25	8	222.19	0.11	112.55	224.24	1330.45	1658.59
Chiroptera	Vespertilionidae	Rhogeessa_aeneus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	124919.96	21.62	17.71	19.66	-86.73	-91.51	-89.12	0	24.49	0.24	92	254.51	1226.77	1562.42
Chiroptera	Vespertilionidae	Rhogeessa_alleni	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	263308.67	22.03	16.09	19.06	-95.68	-104.99	-100.33	6	140.26	0.08	85.02	182.26	874.1	1433.27
Chiroptera	Vespertilionidae	Rhogeessa_genowaysi	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	9923.22	16.07	14.68	15.38	-92.28	-93.5	-92.89	22	62.77	0.06	189.46	238.28	1342.78	1868.32
Chiroptera	Vespertilionidae	Rhogeessa_gracilis	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	270246.59	22.98	15.64	19.31	-93.32	-105.67	-99.5	4	44.03	0.06	97.53	203.41	897.23	1572.89
Chiroptera	Vespertilionidae	Rhogeessa_hussoni	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	189232.4	3.54	-1.26	1.13	-50.93	-55.08	-53.01	0	1.67	0.08	201.61	245.95	1417.89	1699.04
Soricomorpha	Soricidae	Ruwenzorisorex_suncoides	18.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8823.5	0.56	-2.73	-1.08	30.05	28.92	29.48	56	146.35	0.1	117.31	186.92	1358.18	1567.85
Chiroptera	Emballonuridae	Saccolaimus_flaviventris	45.25	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5655577.55	-9.3	-39.13	-24.22	153.63	113.38	133.5	0	3.97	0.04	42.9	218.98	504.52	1409.8
Chiroptera	Emballonuridae	Saccolaimus_mixtus	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	43137.49	-8.53	-14.34	-11.44	147.55	141.31	144.43	0	4.33	0.16	137.09	252.81	1123.78	1709.61
Chiroptera	Emballonuridae	Saccolaimus_peli	53.35	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	3800009.52	10.11	-10.13	-8.93E-03	36.33	-14.06	11.13	0	45	0.12	146.96	240.77	1326.71	1553.74
Chiroptera	Emballonuridae	Saccolaimus_saccolaimus	43	NA	NA	NA	NA	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	3	NA	NA	NA	4032279.02	27.54	-20.96	3.28	160.83	72.5	116.66	0	274.41	0.09	145.81	250.79	1054.73	1561.93
Chiroptera	Emballonuridae	Saccopteryx_antioquensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12746.59	6.95	4.14	5.54	-74.76	-75.4	-75.08	19	68.66	0.07	152.83	201.53	1474.2	1491.95
Chiroptera	Emballonuridae	Saccopteryx_bilineata	8.08	NA	365	14.97	8.05	1	NA	1	NA	NA	0.99	1	NA	3.49	NA	NA	NA	NA	NA	2	3	59.99	5.66	NA	12018838.16	23.55	-22.53	0.5	-34.79	-105.7	-70.24	0	26.37	0.11	153.44	241.8	1296.3	1557.92
Chiroptera	Emballonuridae	Saccopteryx_canescens	3.41	NA	NA	NA	NA	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	12	NA	NA	2	3	NA	NA	NA	5307719.51	12.46	-12.31	0.07	-44.46	-76.56	-60.51	0	11.45	0.11	175.88	252.22	1465.58	1622.76
Chiroptera	Emballonuridae	Saccopteryx_gymnura	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	NA	NA	NA	170607	-0.31	-3.69	-2	-50.98	-56.87	-53.93	1	2.95	0.14	162.68	255.02	1372.34	1629.81
Chiroptera	Emballonuridae	Saccopteryx_leptura	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10599499.36	16.5	-20.1	-1.79	-34.79	-93.84	-64.31	0	20.97	0.12	160.77	245.27	1328.5	1572.3
Rodentia	Nesomyidae	Saccostomus_campestris	50.33	117.31	96	51.49	61.3	3	20.84	NA	NA	51.8	6.75	NA	33.6	2.59	NA	22.06	NA	50.56	NA	NA	2	28.97	NA	NA	4378642.71	-4.52	-34.83	-19.68	35.92	12.74	24.33	0	17.11	0.14	61.49	206.56	689.09	1396.84
Rodentia	Nesomyidae	Saccostomus_mearnsi	64.91	NA	NA	NA	NA	3	NA	NA	1.30E-03	NA	5.75	NA	NA	NA	NA	3611.61	NA	NA	NA	NA	2	NA	NA	NA	497929.52	7.01	-4.51	1.24	42.79	34.16	38.48	1	46.97	0.1	55.95	238.94	851.3	1552.88
Primates	Cebidae	Saguinus_bicolor	465	239.99	NA	NA	NA	4	158.16	1	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	6.7	2	2	NA	NA	NA	65246.44	-0.29	-3.18	-1.74	-55.97	-60.83	-58.4	0	10.73	0.11	129.99	262.18	1446.91	1659.31
Primates	Cebidae	Saguinus_fuscicollis	393.99	NA	850.45	NA	NA	5	148	1	0.2	293.5	1.83	NA	294	39.18	NA	19.49	NA	406.61	6	2	2	90.1	NA	NA	1978748.26	3.18	-13.75	-5.28	-60.79	-78.01	-69.4	0	2.65	0.16	196.8	254.49	1450.05	1535.38
Artiodactyla	Cervidae	Rangifer_tarandus	109088.5	2224.35	NA	NA	NA	3	222.5	NA	2771.22	365	2	NA	242.4	5490.62	NA	2.55	100000	758.71	NA	NA	1	136.87	24907.05	NA	18376464.07	83.62	45.55	64.59	177.44	-168.12	4.65	0	1.07	-0.04	29.21	-90.47	236.86	260.98
Artiodactyla	Bovidae	Raphicerus_campestris	11661.53	824.99	NA	3696	9600	5	210	1	0.43	219	0.98	NA	168	916.51	NA	1.27	NA	233.81	2	1	1	49.89	NA	NA	4930075.62	1.61	-34.83	-16.61	41.77	11.71	26.74	0	24.64	0.14	52.18	198.6	656.54	1367.87
Artiodactyla	Bovidae	Raphicerus_melanotis	10503.14	NA	NA	NA	NA	2	NA	1	NA	NA	NA	NA	168	NA	NA	10.5	NA	NA	1.5	1	1	NA	NA	NA	243785.08	-29.78	-34.83	-32.31	29.42	17.1	23.26	0	47.94	0.09	33.18	157.2	501.32	1107.93
Artiodactyla	Bovidae	Raphicerus_sharpei	9396.9	679.99	NA	NA	NA	3	212.91	1	NA	NA	1	NA	168	NA	NA	0.51	NA	NA	1.5	1	1	NA	NA	NA	2548307.11	-3.42	-27.16	-15.29	40.84	22.67	31.75	1	25.4	0.16	78.96	221.75	845.74	1477.87
Rodentia	Muridae	Rattus_adustus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	402.7	-5.28	-5.51	-5.4	102.39	102.09	102.24	119	119	0.33	NA	NA	NA	NA
Rodentia	Muridae	Rattus_andamanensis	NA	190	NA	NA	NA	4	NA	2	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	354404.7	28.75	9.4	19.07	118.92	84.15	101.54	1	196.69	0.08	167.27	170.71	1091.22	1321.33
Rodentia	Muridae	Rattus_annandalei	197.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61557.6	5.05	0.89	2.97	104.3	100.55	102.42	8	161.45	0.13	195.77	259.14	1667.15	1782.39
Rodentia	Muridae	Rattus_arfakiensis	NA	134.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Muridae	Rattus_argentiventer	165.37	193.81	NA	NA	NA	5	21.4	NA	NA	22.5	9.85	NA	NA	NA	NA	NA	NA	54.42	NA	NA	2	NA	NA	NA	195050.18	15.22	1.26	8.24	107.55	99.09	103.32	3	227.9	0.1	157.85	262.39	1263.86	1683.9
Rodentia	Muridae	Rattus_arrogans	NA	131.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Muridae	Rattus_baluensis	107.5	190	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	158.06	6.13	6.01	6.07	116.61	116.48	116.55	29	89.5	0.3	227.5	236.5	1840	1842
Rodentia	Muridae	Rattus_blangorum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Muridae	Rattus_bontanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	96.13	-5.27	-5.55	-5.41	120.19	119.87	120.03	181	268.96	0.04	236	215	NA	NA
